,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2761,2011-07-03 23:00:00,3,0,0,1,26.24,28.79,83,11.0014,70,77,147
2762,2011-07-04 00:00:00,3,1,0,1,26.24,28.79,83,8.9981,63,77,140
2765,2011-07-04 03:00:00,3,1,0,1,26.24,29.545,78,0.0,13,13,26
2768,2011-07-04 06:00:00,3,1,0,1,26.24,28.79,89,11.0014,5,11,16
2770,2011-07-04 08:00:00,3,1,0,1,28.7,33.335,74,7.0015,42,44,86
2774,2011-07-04 12:00:00,3,1,0,2,31.98,35.605,52,0.0,237,210,447
2775,2011-07-04 13:00:00,3,1,0,2,31.98,35.605,49,0.0,242,181,423
2778,2011-07-04 16:00:00,3,1,0,1,33.62,37.12,41,0.0,236,216,452
2780,2011-07-04 18:00:00,3,1,0,1,32.8,36.365,46,8.9981,222,196,418
2781,2011-07-04 19:00:00,3,1,0,2,31.98,35.605,49,11.0014,170,205,375
2784,2011-07-04 22:00:00,3,1,0,2,30.34,34.09,62,8.9981,115,211,326
2786,2011-07-05 00:00:00,3,0,1,2,28.7,32.575,65,11.0014,19,36,55
2787,2011-07-05 01:00:00,3,0,1,1,28.7,32.575,65,7.0015,15,24,39
2788,2011-07-05 02:00:00,3,0,1,1,27.06,31.06,74,6.0032,8,5,13
2789,2011-07-05 03:00:00,3,0,1,1,27.06,31.06,74,15.0013,1,7,8
2793,2011-07-05 07:00:00,3,0,1,1,28.7,32.575,65,6.0032,22,248,270
2794,2011-07-05 08:00:00,3,0,1,1,29.52,34.09,62,8.9981,41,391,432
2797,2011-07-05 11:00:00,3,0,1,1,31.98,34.85,46,7.0015,75,97,172
2798,2011-07-05 12:00:00,3,0,1,1,32.8,36.365,43,7.0015,71,130,201
2800,2011-07-05 14:00:00,3,0,1,1,32.8,37.12,49,11.0014,66,112,178
2801,2011-07-05 15:00:00,3,0,1,1,33.62,37.12,43,0.0,51,111,162
2803,2011-07-05 17:00:00,3,0,1,1,33.62,37.88,46,7.0015,79,466,545
2804,2011-07-05 18:00:00,3,0,1,1,32.8,37.88,55,11.0014,70,426,496
2806,2011-07-05 20:00:00,3,0,1,1,31.16,36.365,66,7.0015,59,225,284
2808,2011-07-05 22:00:00,3,0,1,1,31.16,36.365,66,15.0013,31,124,155
2809,2011-07-05 23:00:00,3,0,1,1,30.34,34.85,66,11.0014,19,54,73
2810,2011-07-06 00:00:00,3,0,1,1,29.52,34.85,74,12.998,11,26,37
2811,2011-07-06 01:00:00,3,0,1,1,28.7,33.335,74,8.9981,4,11,15
2812,2011-07-06 02:00:00,3,0,1,1,28.7,33.335,79,6.0032,1,4,5
2813,2011-07-06 03:00:00,3,0,1,1,28.7,33.335,79,0.0,0,6,6
2814,2011-07-06 04:00:00,3,0,1,2,27.88,31.82,83,6.0032,0,6,6
2815,2011-07-06 05:00:00,3,0,1,1,27.88,31.82,83,6.0032,5,30,35
2817,2011-07-06 07:00:00,3,0,1,2,29.52,34.85,79,0.0,24,288,312
2819,2011-07-06 09:00:00,3,0,1,3,28.7,33.335,79,12.998,31,158,189
2820,2011-07-06 10:00:00,3,0,1,3,28.7,33.335,79,6.0032,13,30,43
2821,2011-07-06 11:00:00,3,0,1,2,29.52,34.85,74,0.0,24,103,127
2822,2011-07-06 12:00:00,3,0,1,2,30.34,34.85,66,6.0032,38,114,152
2824,2011-07-06 14:00:00,3,0,1,1,31.16,36.365,66,19.0012,50,113,163
2825,2011-07-06 15:00:00,3,0,1,1,31.16,36.365,70,19.0012,55,130,185
2826,2011-07-06 16:00:00,3,0,1,1,31.16,36.365,70,16.9979,57,218,275
2828,2011-07-06 18:00:00,3,0,1,1,31.16,35.605,62,12.998,77,486,563
2829,2011-07-06 19:00:00,3,0,1,1,30.34,34.85,70,15.0013,71,323,394
2830,2011-07-06 20:00:00,3,0,1,1,29.52,34.85,74,16.9979,55,257,312
2832,2011-07-06 22:00:00,3,0,1,1,28.7,33.335,79,12.998,30,156,186
2833,2011-07-06 23:00:00,3,0,1,1,27.88,31.82,83,15.0013,20,78,98
2834,2011-07-07 00:00:00,3,0,1,1,27.06,29.545,89,8.9981,6,29,35
2838,2011-07-07 04:00:00,3,0,1,1,26.24,28.79,89,7.0015,0,4,4
2839,2011-07-07 05:00:00,3,0,1,1,26.24,28.79,89,7.0015,2,30,32
2840,2011-07-07 06:00:00,3,0,1,2,26.24,28.79,89,8.9981,11,107,118
2841,2011-07-07 07:00:00,3,0,1,2,27.06,29.545,89,7.0015,13,279,292
2842,2011-07-07 08:00:00,3,0,1,2,28.7,33.335,79,12.998,28,415,443
2843,2011-07-07 09:00:00,3,0,1,1,30.34,34.85,70,11.0014,25,154,179
2847,2011-07-07 13:00:00,3,0,1,1,35.26,39.395,41,0.0,48,107,155
2850,2011-07-07 16:00:00,3,0,1,1,35.26,38.635,39,15.0013,47,218,265
2851,2011-07-07 17:00:00,3,0,1,1,35.26,37.88,36,16.9979,80,489,569
2852,2011-07-07 18:00:00,3,0,1,1,34.44,37.88,44,19.9995,70,492,562
2853,2011-07-07 19:00:00,3,0,1,1,33.62,38.635,52,19.0012,79,286,365
2855,2011-07-07 21:00:00,3,0,1,1,30.34,34.09,62,11.0014,39,170,209
2856,2011-07-07 22:00:00,3,0,1,1,30.34,34.09,62,11.0014,32,150,182
2857,2011-07-07 23:00:00,3,0,1,1,29.52,34.09,66,0.0,31,98,129
2859,2011-07-08 01:00:00,3,0,1,1,29.52,34.85,79,0.0,9,25,34
2861,2011-07-08 03:00:00,3,0,1,1,27.88,31.82,79,7.0015,2,4,6
2863,2011-07-08 05:00:00,3,0,1,1,27.88,31.82,79,16.9979,3,24,27
2864,2011-07-08 06:00:00,3,0,1,1,28.7,33.335,74,7.0015,11,91,102
2865,2011-07-08 07:00:00,3,0,1,2,28.7,33.335,79,12.998,30,302,332
2866,2011-07-08 08:00:00,3,0,1,2,29.52,34.85,74,16.9979,36,421,457
2868,2011-07-08 10:00:00,3,0,1,2,30.34,34.85,70,23.9994,30,108,138
2869,2011-07-08 11:00:00,3,0,1,2,30.34,35.605,74,16.9979,61,104,165
2870,2011-07-08 12:00:00,3,0,1,2,31.16,36.365,70,19.0012,49,164,213
2871,2011-07-08 13:00:00,3,0,1,2,31.98,37.88,66,19.0012,54,175,229
2874,2011-07-08 16:00:00,3,0,1,3,27.88,31.82,83,30.0026,27,105,132
2875,2011-07-08 17:00:00,3,0,1,3,27.06,29.545,89,30.0026,6,161,167
2877,2011-07-08 19:00:00,3,0,1,1,27.06,30.305,83,6.0032,45,225,270
2878,2011-07-08 20:00:00,3,0,1,1,27.06,30.305,83,11.0014,30,220,250
2880,2011-07-08 22:00:00,3,0,1,2,27.06,30.305,78,12.998,33,136,169
2881,2011-07-08 23:00:00,3,0,1,2,27.06,30.305,78,6.0032,40,111,151
2882,2011-07-09 00:00:00,3,0,0,2,27.06,30.305,83,8.9981,31,90,121
2883,2011-07-09 01:00:00,3,0,0,2,26.24,28.79,89,7.0015,5,48,53
2886,2011-07-09 04:00:00,3,0,0,1,26.24,28.79,83,15.0013,2,4,6
2887,2011-07-09 05:00:00,3,0,0,2,25.42,28.03,88,11.0014,4,11,15
2888,2011-07-09 06:00:00,3,0,0,2,26.24,28.79,83,12.998,11,27,38
2889,2011-07-09 07:00:00,3,0,0,1,27.06,30.305,78,12.998,21,50,71
2890,2011-07-09 08:00:00,3,0,0,1,28.7,32.575,70,16.9979,68,114,182
2891,2011-07-09 09:00:00,3,0,0,1,30.34,34.09,58,19.0012,77,170,247
2893,2011-07-09 11:00:00,3,0,0,1,31.98,34.85,46,19.9995,101,189,290
2895,2011-07-09 13:00:00,3,0,0,1,33.62,37.12,41,15.0013,167,249,416
2896,2011-07-09 14:00:00,3,0,0,1,34.44,37.12,36,8.9981,158,215,373
2897,2011-07-09 15:00:00,3,0,0,1,34.44,36.365,34,6.0032,182,220,402
2898,2011-07-09 16:00:00,3,0,0,1,33.62,36.365,38,0.0,171,245,416
2899,2011-07-09 17:00:00,3,0,0,1,34.44,36.365,32,0.0,160,241,401
2901,2011-07-09 19:00:00,3,0,0,1,31.16,34.85,55,11.0014,128,178,306
2902,2011-07-09 20:00:00,3,0,0,1,31.16,35.605,58,15.0013,129,185,314
2904,2011-07-09 22:00:00,3,0,0,1,29.52,34.09,62,11.0014,60,154,214
2905,2011-07-09 23:00:00,3,0,0,1,29.52,33.335,58,12.998,47,93,140
2907,2011-07-10 01:00:00,3,0,0,1,28.7,32.575,61,8.9981,19,94,113
2908,2011-07-10 02:00:00,3,0,0,1,27.88,31.82,69,6.0032,28,68,96
2913,2011-07-10 07:00:00,3,0,0,1,28.7,32.575,70,6.0032,27,38,65
2914,2011-07-10 08:00:00,3,0,0,1,29.52,34.09,66,0.0,27,65,92
2915,2011-07-10 09:00:00,3,0,0,1,30.34,34.85,66,6.0032,62,107,169
2916,2011-07-10 10:00:00,3,0,0,1,31.16,34.85,55,8.9981,95,173,268
2917,2011-07-10 11:00:00,3,0,0,1,31.98,36.365,55,12.998,110,177,287
2920,2011-07-10 14:00:00,3,0,0,1,33.62,37.12,41,22.0028,122,227,349
2921,2011-07-10 15:00:00,3,0,0,1,34.44,37.12,39,19.0012,142,219,361
2922,2011-07-10 16:00:00,3,0,0,1,34.44,37.88,41,19.0012,128,244,372
2923,2011-07-10 17:00:00,3,0,0,1,34.44,37.12,36,15.0013,146,217,363
2924,2011-07-10 18:00:00,3,0,0,1,33.62,37.12,43,19.0012,141,222,363
2925,2011-07-10 19:00:00,3,0,0,1,32.8,37.12,49,22.0028,120,183,303
2928,2011-07-10 22:00:00,3,0,0,1,30.34,34.85,66,15.0013,56,87,143
2929,2011-07-10 23:00:00,3,0,0,1,29.52,34.09,66,16.9979,19,53,72
2930,2011-07-11 00:00:00,3,0,1,1,28.7,32.575,65,12.998,10,25,35
2932,2011-07-11 02:00:00,3,0,1,1,28.7,32.575,61,15.0013,8,4,12
2933,2011-07-11 03:00:00,3,0,1,1,27.88,31.82,65,11.0014,2,8,10
2934,2011-07-11 04:00:00,3,0,1,1,27.06,31.06,74,15.0013,0,4,4
2935,2011-07-11 05:00:00,3,0,1,1,27.06,31.06,74,8.9981,5,21,26
2936,2011-07-11 06:00:00,3,0,1,1,27.88,31.82,74,12.998,19,102,121
2939,2011-07-11 09:00:00,3,0,1,1,31.98,37.12,59,19.9995,41,167,208
2941,2011-07-11 11:00:00,3,0,1,1,33.62,39.395,56,19.9995,39,89,128
2942,2011-07-11 12:00:00,3,0,1,1,34.44,40.15,53,19.0012,40,108,148
2944,2011-07-11 14:00:00,3,0,1,1,35.26,41.665,53,19.0012,40,94,134
2945,2011-07-11 15:00:00,3,0,1,1,35.26,42.425,56,27.9993,38,108,146
2947,2011-07-11 17:00:00,3,0,1,1,35.26,42.425,56,27.9993,59,455,514
2949,2011-07-11 19:00:00,3,0,1,1,34.44,41.665,59,22.0028,80,293,373
2950,2011-07-11 20:00:00,3,0,1,1,29.52,34.85,74,27.9993,42,194,236
2955,2011-07-12 01:00:00,3,0,1,1,28.7,33.335,79,6.0032,6,8,14
2957,2011-07-12 03:00:00,3,0,1,2,28.7,33.335,79,0.0,2,6,8
2959,2011-07-12 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,4,21,25
2960,2011-07-12 06:00:00,3,0,1,1,30.34,34.09,58,15.0013,13,102,115
2961,2011-07-12 07:00:00,3,0,1,1,31.16,34.85,55,12.998,29,301,330
2964,2011-07-12 10:00:00,3,0,1,1,33.62,38.635,52,11.0014,38,85,123
2965,2011-07-12 11:00:00,3,0,1,1,33.62,38.635,52,11.0014,39,86,125
2966,2011-07-12 12:00:00,3,0,1,1,35.26,39.395,44,19.9995,38,125,163
2967,2011-07-12 13:00:00,3,0,1,1,35.26,40.15,47,15.0013,32,104,136
2968,2011-07-12 14:00:00,3,0,1,1,36.9,42.425,42,19.9995,33,91,124
2969,2011-07-12 15:00:00,3,0,1,1,36.9,42.425,42,23.9994,37,111,148
2978,2011-07-13 00:00:00,3,0,1,1,31.16,35.605,62,0.0,9,37,46
2980,2011-07-13 02:00:00,3,0,1,1,31.16,34.85,55,0.0,2,3,5
2981,2011-07-13 03:00:00,3,0,1,1,30.34,34.09,58,12.998,0,4,4
2982,2011-07-13 04:00:00,3,0,1,1,30.34,34.09,58,16.9979,0,5,5
2983,2011-07-13 05:00:00,3,0,1,1,30.34,34.09,58,12.998,4,22,26
2984,2011-07-13 06:00:00,3,0,1,1,30.34,34.09,58,11.0014,18,103,121
2985,2011-07-13 07:00:00,3,0,1,1,31.16,34.85,55,16.9979,32,281,313
2987,2011-07-13 09:00:00,3,0,1,1,33.62,37.12,41,12.998,23,163,186
2988,2011-07-13 10:00:00,3,0,1,1,33.62,37.88,46,12.998,33,80,113
2989,2011-07-13 11:00:00,3,0,1,1,34.44,37.12,39,11.0014,55,110,165
2992,2011-07-13 14:00:00,3,0,1,3,33.62,37.88,46,8.9981,27,89,116
2993,2011-07-13 15:00:00,3,0,1,3,26.24,28.03,94,8.9981,13,33,46
2995,2011-07-13 17:00:00,3,0,1,1,28.7,33.335,79,0.0,70,418,488
2996,2011-07-13 18:00:00,3,0,1,1,29.52,34.85,79,8.9981,51,412,463
2997,2011-07-13 19:00:00,3,0,1,1,28.7,33.335,79,7.0015,79,340,419
2999,2011-07-13 21:00:00,3,0,1,1,28.7,33.335,79,7.0015,56,194,250
3000,2011-07-13 22:00:00,3,0,1,1,27.88,31.82,83,12.998,48,136,184
3001,2011-07-13 23:00:00,3,0,1,1,27.06,30.305,83,16.9979,33,83,116
3003,2011-07-14 01:00:00,3,0,1,1,27.06,31.06,61,16.9979,4,21,25
3004,2011-07-14 02:00:00,3,0,1,1,26.24,31.06,57,19.9995,3,7,10
3005,2011-07-14 03:00:00,3,0,1,1,25.42,31.06,57,19.9995,1,5,6
3006,2011-07-14 04:00:00,3,0,1,1,25.42,31.06,53,16.9979,0,6,6
3007,2011-07-14 05:00:00,3,0,1,1,24.6,31.06,56,15.0013,6,22,28
3009,2011-07-14 07:00:00,3,0,1,1,25.42,31.06,53,16.9979,23,311,334
3010,2011-07-14 08:00:00,3,0,1,1,26.24,31.06,50,23.9994,53,433,486
3011,2011-07-14 09:00:00,3,0,1,1,27.88,31.82,47,19.0012,29,195,224
3012,2011-07-14 10:00:00,3,0,1,1,28.7,31.82,42,16.9979,32,95,127
3014,2011-07-14 12:00:00,3,0,1,1,30.34,32.575,35,16.9979,51,172,223
3015,2011-07-14 13:00:00,3,0,1,1,31.16,33.335,33,22.0028,39,138,177
3017,2011-07-14 15:00:00,3,0,1,1,31.16,33.335,33,19.9995,42,138,180
3020,2011-07-14 18:00:00,3,0,1,1,29.52,32.575,42,12.998,94,484,578
3021,2011-07-14 19:00:00,3,0,1,1,29.52,32.575,39,15.0013,67,333,400
3022,2011-07-14 20:00:00,3,0,1,1,28.7,31.82,42,15.0013,81,267,348
3023,2011-07-14 21:00:00,3,0,1,1,27.06,31.06,50,8.9981,58,203,261
3025,2011-07-14 23:00:00,3,0,1,1,26.24,30.305,65,16.9979,27,97,124
3026,2011-07-15 00:00:00,3,0,1,1,25.42,29.545,73,15.0013,23,57,80
3028,2011-07-15 02:00:00,3,0,1,1,24.6,28.79,78,11.0014,16,22,38
3029,2011-07-15 03:00:00,3,0,1,1,24.6,29.545,73,12.998,1,6,7
3031,2011-07-15 05:00:00,3,0,1,1,24.6,29.545,73,8.9981,7,16,23
3032,2011-07-15 06:00:00,3,0,1,2,24.6,29.545,73,7.0015,12,108,120
3035,2011-07-15 09:00:00,3,0,1,1,27.88,31.82,54,12.998,31,176,207
3037,2011-07-15 11:00:00,3,0,1,1,28.7,32.575,54,8.9981,73,137,210
3038,2011-07-15 12:00:00,3,0,1,1,28.7,32.575,48,12.998,61,177,238
3040,2011-07-15 14:00:00,3,0,1,1,28.7,32.575,51,12.998,105,160,265
3042,2011-07-15 16:00:00,3,0,1,1,29.52,33.335,51,12.998,96,265,361
3043,2011-07-15 17:00:00,3,0,1,1,30.34,33.335,42,16.9979,104,483,587
3044,2011-07-15 18:00:00,3,0,1,1,29.52,32.575,45,15.0013,102,394,496
3046,2011-07-15 20:00:00,3,0,1,1,28.7,32.575,51,15.0013,92,251,343
3047,2011-07-15 21:00:00,3,0,1,1,27.06,31.06,54,7.0015,75,186,261
3048,2011-07-15 22:00:00,3,0,1,1,27.06,31.06,57,15.0013,71,152,223
3050,2011-07-16 00:00:00,3,0,0,1,25.42,30.305,65,12.998,42,68,110
3052,2011-07-16 02:00:00,3,0,0,1,24.6,29.545,73,8.9981,10,48,58
3054,2011-07-16 04:00:00,3,0,0,1,24.6,29.545,73,6.0032,9,7,16
3056,2011-07-16 06:00:00,3,0,0,1,24.6,28.79,78,11.0014,16,21,37
3058,2011-07-16 08:00:00,3,0,0,1,27.06,31.06,65,11.0014,37,90,127
3059,2011-07-16 09:00:00,3,0,0,1,28.7,32.575,54,15.0013,72,150,222
3060,2011-07-16 10:00:00,3,0,0,1,29.52,33.335,54,12.998,114,208,322
3062,2011-07-16 12:00:00,3,0,0,1,31.16,34.09,43,19.0012,187,276,463
3063,2011-07-16 13:00:00,3,0,0,1,31.16,34.09,45,19.9995,221,276,497
3064,2011-07-16 14:00:00,3,0,0,1,30.34,33.335,45,19.9995,201,232,433
3065,2011-07-16 15:00:00,3,0,0,1,31.16,34.09,45,22.0028,205,223,428
3068,2011-07-16 18:00:00,3,0,0,1,31.16,34.09,45,19.0012,185,243,428
3069,2011-07-16 19:00:00,3,0,0,1,30.34,34.09,48,12.998,164,242,406
3071,2011-07-16 21:00:00,3,0,0,1,28.7,32.575,58,15.0013,85,167,252
3072,2011-07-16 22:00:00,3,0,0,1,28.7,32.575,65,19.0012,65,136,201
3073,2011-07-16 23:00:00,3,0,0,1,27.88,31.82,61,15.0013,61,107,168
3075,2011-07-17 01:00:00,3,0,0,1,26.24,30.305,69,12.998,16,86,102
3076,2011-07-17 02:00:00,3,0,0,1,26.24,30.305,69,15.0013,28,66,94
3078,2011-07-17 04:00:00,3,0,0,1,25.42,29.545,73,11.0014,4,6,10
3080,2011-07-17 06:00:00,3,0,0,1,25.42,29.545,73,11.0014,10,11,21
3081,2011-07-17 07:00:00,3,0,0,1,26.24,30.305,73,11.0014,20,30,50
3082,2011-07-17 08:00:00,3,0,0,1,27.88,31.82,65,15.0013,45,73,118
3083,2011-07-17 09:00:00,3,0,0,1,29.52,33.335,58,15.0013,74,110,184
3084,2011-07-17 10:00:00,3,0,0,1,30.34,34.09,60,15.0013,127,177,304
3085,2011-07-17 11:00:00,3,0,0,1,31.16,34.85,55,19.0012,147,244,391
3087,2011-07-17 13:00:00,3,0,0,1,32.8,37.12,49,19.9995,200,272,472
3089,2011-07-17 15:00:00,3,0,0,1,33.62,37.12,43,19.9995,129,195,324
3090,2011-07-17 16:00:00,3,0,0,1,32.8,36.365,46,19.9995,129,188,317
3097,2011-07-17 23:00:00,3,0,0,1,28.7,33.335,74,8.9981,39,54,93
3099,2011-07-18 01:00:00,3,0,1,1,28.7,33.335,74,15.0013,17,8,25
3100,2011-07-18 02:00:00,3,0,1,1,27.06,30.305,83,15.0013,2,8,10
3102,2011-07-18 04:00:00,3,0,1,1,26.24,29.545,78,11.0014,1,3,4
3103,2011-07-18 05:00:00,3,0,1,1,26.24,29.545,78,7.0015,2,15,17
3104,2011-07-18 06:00:00,3,0,1,1,26.24,28.79,83,7.0015,10,95,105
3107,2011-07-18 09:00:00,3,0,1,1,30.34,34.85,67,15.0013,33,170,203
3108,2011-07-18 10:00:00,3,0,1,1,31.16,35.605,62,12.998,52,78,130
3109,2011-07-18 11:00:00,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
3110,2011-07-18 12:00:00,3,0,1,1,32.8,38.635,59,12.998,39,126,165
3113,2011-07-18 15:00:00,3,0,1,1,34.44,40.15,53,22.0028,53,111,164
3114,2011-07-18 16:00:00,3,0,1,1,34.44,40.15,53,19.0012,45,220,265
3115,2011-07-18 17:00:00,3,0,1,1,34.44,39.395,49,22.0028,72,473,545
3116,2011-07-18 18:00:00,3,0,1,1,33.62,38.635,49,23.9994,80,478,558
3117,2011-07-18 19:00:00,3,0,1,1,32.8,37.88,55,15.0013,63,335,398
3119,2011-07-18 21:00:00,3,0,1,1,30.34,34.85,66,12.998,48,154,202
3120,2011-07-18 22:00:00,3,0,1,1,31.16,36.365,66,15.0013,36,104,140
3121,2011-07-18 23:00:00,3,0,1,1,30.34,34.85,66,11.0014,32,59,91
3122,2011-07-19 00:00:00,3,0,1,1,30.34,34.85,66,7.0015,25,26,51
3125,2011-07-19 03:00:00,3,0,1,1,29.52,34.09,70,11.0014,2,1,3
3126,2011-07-19 04:00:00,3,0,1,1,29.52,34.09,70,8.9981,1,4,5
3127,2011-07-19 05:00:00,3,0,1,2,28.7,33.335,74,7.0015,0,19,19
3128,2011-07-19 06:00:00,3,0,1,2,29.52,34.85,74,7.0015,8,126,134
3131,2011-07-19 09:00:00,3,0,1,2,32.8,39.395,63,8.9981,22,177,199
3132,2011-07-19 10:00:00,3,0,1,2,33.62,39.395,56,11.0014,29,112,141
3133,2011-07-19 11:00:00,3,0,1,1,33.62,40.15,59,0.0,29,98,127
3134,2011-07-19 12:00:00,3,0,1,1,34.44,40.91,56,6.0032,26,127,153
3135,2011-07-19 13:00:00,3,0,1,1,35.26,41.665,53,7.0015,33,139,172
3136,2011-07-19 14:00:00,3,0,1,1,35.26,40.91,50,12.998,41,111,152
3137,2011-07-19 15:00:00,3,0,1,1,36.08,40.91,44,12.998,48,110,158
3138,2011-07-19 16:00:00,3,0,1,1,36.9,42.425,42,19.9995,61,216,277
3141,2011-07-19 19:00:00,3,0,1,1,31.16,37.12,75,12.998,54,334,388
3143,2011-07-19 21:00:00,3,0,1,1,30.34,35.605,74,8.9981,47,194,241
3145,2011-07-19 23:00:00,3,0,1,3,29.52,34.85,79,11.0014,19,73,92
3147,2011-08-01 01:00:00,3,0,1,1,29.52,34.85,74,12.998,5,12,17
3148,2011-08-01 02:00:00,3,0,1,1,28.7,33.335,74,7.0015,4,7,11
3151,2011-08-01 05:00:00,3,0,1,1,27.06,30.305,83,7.0015,2,24,26
3153,2011-08-01 07:00:00,3,0,1,1,30.34,34.09,62,0.0,24,258,282
3154,2011-08-01 08:00:00,3,0,1,1,32.8,36.365,43,12.998,35,347,382
3155,2011-08-01 09:00:00,3,0,1,1,33.62,37.12,41,0.0,27,139,166
3156,2011-08-01 10:00:00,3,0,1,1,35.26,37.88,36,11.0014,27,70,97
3159,2011-08-01 13:00:00,3,0,1,1,36.9,40.15,31,19.9995,38,112,150
3162,2011-08-01 16:00:00,3,0,1,1,36.9,39.395,27,0.0,34,197,231
3163,2011-08-01 17:00:00,3,0,1,1,31.16,34.09,45,19.9995,69,445,514
3164,2011-08-01 18:00:00,3,0,1,1,31.98,34.85,43,12.998,68,475,543
3166,2011-08-01 20:00:00,3,0,1,1,29.52,34.09,62,15.0013,49,256,305
3167,2011-08-01 21:00:00,3,0,1,1,28.7,32.575,70,16.9979,42,178,220
3172,2011-08-02 02:00:00,3,0,1,1,27.88,31.82,69,0.0,2,6,8
3174,2011-08-02 04:00:00,3,0,1,1,27.06,31.06,74,7.0015,0,10,10
3178,2011-08-02 08:00:00,3,0,1,1,30.34,34.09,58,19.0012,37,398,435
3179,2011-08-02 09:00:00,3,0,1,1,31.98,34.85,46,19.9995,31,182,213
3180,2011-08-02 10:00:00,3,0,1,1,33.62,36.365,36,19.9995,50,90,140
3182,2011-08-02 12:00:00,3,0,1,1,35.26,37.12,30,19.0012,45,112,157
3183,2011-08-02 13:00:00,3,0,1,1,35.26,37.12,30,15.0013,50,153,203
3184,2011-08-02 14:00:00,3,0,1,1,36.9,38.635,25,19.0012,45,114,159
3185,2011-08-02 15:00:00,3,0,1,1,36.9,38.635,25,19.0012,48,120,168
3187,2011-08-02 17:00:00,3,0,1,2,36.9,39.395,27,8.9981,63,493,556
3189,2011-08-02 19:00:00,3,0,1,2,35.26,37.88,36,15.0013,85,369,454
3191,2011-08-02 21:00:00,3,0,1,1,32.8,37.12,52,15.0013,53,201,254
3192,2011-08-02 22:00:00,3,0,1,2,31.98,37.12,59,11.0014,22,169,191
3193,2011-08-02 23:00:00,3,0,1,2,32.8,37.12,49,11.0014,29,103,132
3197,2011-08-03 03:00:00,3,0,1,2,31.16,34.85,55,6.0032,0,4,4
3200,2011-08-03 06:00:00,3,0,1,3,29.52,34.09,66,32.9975,9,101,110
3206,2011-08-03 12:00:00,3,0,1,3,31.16,34.85,55,8.9981,19,142,161
3207,2011-08-03 13:00:00,3,0,1,2,31.16,35.605,58,15.0013,37,107,144
3210,2011-08-03 16:00:00,3,0,1,3,27.88,31.82,79,0.0,21,129,150
3211,2011-08-03 17:00:00,3,0,1,2,28.7,33.335,79,0.0,47,378,425
3212,2011-08-03 18:00:00,3,0,1,3,28.7,33.335,84,0.0,49,443,492
3214,2011-08-03 20:00:00,3,0,1,3,28.7,33.335,84,7.0015,7,80,87
3216,2011-08-03 22:00:00,3,0,1,3,27.88,31.82,89,7.0015,11,66,77
3217,2011-08-03 23:00:00,3,0,1,2,27.88,31.82,89,6.0032,4,52,56
3218,2011-08-04 00:00:00,3,0,1,2,27.88,31.82,89,6.0032,2,15,17
3220,2011-08-04 02:00:00,3,0,1,2,27.06,29.545,94,6.0032,2,5,7
3221,2011-08-04 03:00:00,3,0,1,3,27.06,29.545,94,6.0032,0,3,3
3222,2011-08-04 04:00:00,3,0,1,2,27.88,31.82,89,0.0,0,7,7
3223,2011-08-04 05:00:00,3,0,1,2,27.88,31.82,89,0.0,3,17,20
3224,2011-08-04 06:00:00,3,0,1,2,27.88,31.82,89,19.9995,7,90,97
3225,2011-08-04 07:00:00,3,0,1,2,27.88,31.82,89,19.9995,11,271,282
3227,2011-08-04 09:00:00,3,0,1,1,29.52,34.85,74,22.0028,25,162,187
3228,2011-08-04 10:00:00,3,0,1,1,29.52,33.335,71,19.9995,24,89,113
3229,2011-08-04 11:00:00,3,0,1,2,30.34,34.85,66,15.0013,37,112,149
3230,2011-08-04 12:00:00,3,0,1,2,31.16,35.605,62,15.0013,53,152,205
3231,2011-08-04 13:00:00,3,0,1,1,31.16,35.605,58,0.0,63,142,205
3232,2011-08-04 14:00:00,3,0,1,1,32.8,37.88,55,11.0014,53,114,167
3233,2011-08-04 15:00:00,3,0,1,1,32.8,37.88,55,16.9979,50,115,165
3234,2011-08-04 16:00:00,3,0,1,1,31.16,35.605,62,22.0028,70,220,290
3236,2011-08-04 18:00:00,3,0,1,1,28.7,33.335,74,19.9995,88,435,523
3239,2011-08-04 21:00:00,3,0,1,2,28.7,33.335,74,12.998,25,186,211
3240,2011-08-04 22:00:00,3,0,1,1,27.88,31.82,74,12.998,33,141,174
3243,2011-08-05 01:00:00,3,0,1,1,26.24,29.545,78,6.0032,3,16,19
3244,2011-08-05 02:00:00,3,0,1,1,27.06,31.06,69,0.0,5,14,19
3246,2011-08-05 04:00:00,3,0,1,1,26.24,29.545,78,8.9981,1,6,7
3247,2011-08-05 05:00:00,3,0,1,1,26.24,29.545,78,6.0032,0,16,16
3248,2011-08-05 06:00:00,3,0,1,1,26.24,29.545,78,8.9981,7,94,101
3250,2011-08-05 08:00:00,3,0,1,1,28.7,32.575,65,15.0013,39,415,454
3251,2011-08-05 09:00:00,3,0,1,1,29.52,33.335,58,7.0015,43,183,226
3252,2011-08-05 10:00:00,3,0,1,1,30.34,34.09,55,8.9981,50,113,163
3253,2011-08-05 11:00:00,3,0,1,2,31.16,34.85,52,16.9979,44,103,147
3254,2011-08-05 12:00:00,3,0,1,1,31.16,34.85,52,16.9979,57,159,216
